#Raman spectra
#Laser energy   2.54 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+,nonpol)
   350.0000  0.15277178E+003  0.14873100E+003  0.42052569E+002  0.81805570E+002  0.82399486E+002  0.64244135E+002  0.65283571E+002  0.13329193E+003  0.13353349E+003  0.85041047E+002
   350.2506  0.15457401E+003  0.15048692E+003  0.42452704E+002  0.82584182E+002  0.83183655E+002  0.65226661E+002  0.66282009E+002  0.13528006E+003  0.13552170E+003  0.85958532E+002
   350.5013  0.15641094E+003  0.15227666E+003  0.42858576E+002  0.83373963E+002  0.83979069E+002  0.66231884E+002  0.67303512E+002  0.13731411E+003  0.13755585E+003  0.86893577E+002
   350.7519  0.15828353E+003  0.15410113E+003  0.43270294E+002  0.84175127E+002  0.84785944E+002  0.67260507E+002  0.68348794E+002  0.13939552E+003  0.13963736E+003  0.87846627E+002
   351.0025  0.16019273E+003  0.15596128E+003  0.43687972E+002  0.84987893E+002  0.85604501E+002  0.68313262E+002  0.69418599E+002  0.14152577E+003  0.14176772E+003  0.88818145E+002
   351.2531  0.16213956E+003  0.15785811E+003  0.44111725E+002  0.85812487E+002  0.86434967E+002  0.69390908E+002  0.70513699E+002  0.14370637E+003  0.14394845E+003  0.89808609E+002
   351.5038  0.16412506E+003  0.15979261E+003  0.44541671E+002  0.86649140E+002  0.87277575E+002  0.70494235E+002  0.71634897E+002  0.14593894E+003  0.14618115E+003  0.90818514E+002
   351.7544  0.16615031E+003  0.16176585E+003  0.44977932E+002  0.87498087E+002  0.88132561E+002  0.71624067E+002  0.72783028E+002  0.14822513E+003  0.14846748E+003  0.91848372E+002
   352.0050  0.16821644E+003  0.16377891E+003  0.45420631E+002  0.88359571E+002  0.89000170E+002  0.72781257E+002  0.73958962E+002  0.15056666E+003  0.15080917E+003  0.92898714E+002
   352.2556  0.17032460E+003  0.16583294E+003  0.45869897E+002  0.89233839E+002  0.89880651E+002  0.73966695E+002  0.75163602E+002  0.15296534E+003  0.15320801E+003  0.93970091E+002
   352.5063  0.17247600E+003  0.16792911E+003  0.46325859E+002  0.90121147E+002  0.90774261E+002  0.75181308E+002  0.76397889E+002  0.15542303E+003  0.15566587E+003  0.95063074E+002
   352.7569  0.17467189E+003  0.17006863E+003  0.46788651E+002  0.91021754E+002  0.91681260E+002  0.76426060E+002  0.77662804E+002  0.15794167E+003  0.15818470E+003  0.96178253E+002
   353.0075  0.17691357E+003  0.17225277E+003  0.47258411E+002  0.91935928E+002  0.92601919E+002  0.77701956E+002  0.78959367E+002  0.16052329E+003  0.16076652E+003  0.97316242E+002
   353.2581  0.17920239E+003  0.17448285E+003  0.47735279E+002  0.92863943E+002  0.93536512E+002  0.79010041E+002  0.80288642E+002  0.16317001E+003  0.16341345E+003  0.98477679E+002
   353.5088  0.18153975E+003  0.17676023E+003  0.48219398E+002  0.93806079E+002  0.94485323E+002  0.80351407E+002  0.81651738E+002  0.16588403E+003  0.16612769E+003  0.99663223E+002
   353.7594  0.18392710E+003  0.17908633E+003  0.48710917E+002  0.94762625E+002  0.95448642E+002  0.81727192E+002  0.83049810E+002  0.16866763E+003  0.16891153E+003  0.10087356E+003
   354.0100  0.18636596E+003  0.18146262E+003  0.49209987E+002  0.95733875E+002  0.96426764E+002  0.83138582E+002  0.84484064E+002  0.17152322E+003  0.17176737E+003  0.10210940E+003
   354.2607  0.18885791E+003  0.18389064E+003  0.49716764E+002  0.96720134E+002  0.97419996E+002  0.84586814E+002  0.85955759E+002  0.17445329E+003  0.17469770E+003  0.10337149E+003
   354.5113  0.19140456E+003  0.18637198E+003  0.50231407E+002  0.97721711E+002  0.98428650E+002  0.86073183E+002  0.87466208E+002  0.17746044E+003  0.17770513E+003  0.10466060E+003
   354.7619  0.19400764E+003  0.18890830E+003  0.50754079E+002  0.98738925E+002  0.99453047E+002  0.87599035E+002  0.89016781E+002  0.18054740E+003  0.18079239E+003  0.10597752E+003
   355.0125  0.19666891E+003  0.19150133E+003  0.51284949E+002  0.99772105E+002  0.10049352E+003  0.89165782E+002  0.90608911E+002  0.18371701E+003  0.18396230E+003  0.10732308E+003
   355.2632  0.19939021E+003  0.19415286E+003  0.51824188E+002  0.10082158E+003  0.10155040E+003  0.90774896E+002  0.92244096E+002  0.18697223E+003  0.18721785E+003  0.10869816E+003
   355.5138  0.20217347E+003  0.19686477E+003  0.52371974E+002  0.10188771E+003  0.10262403E+003  0.92427916E+002  0.93923899E+002  0.19031618E+003  0.19056214E+003  0.11010365E+003
   355.7644  0.20502068E+003  0.19963901E+003  0.52928488E+002  0.10297084E+003  0.10371478E+003  0.94126453E+002  0.95649956E+002  0.19375209E+003  0.19399840E+003  0.11154049E+003
   356.0150  0.20793395E+003  0.20247762E+003  0.53493916E+002  0.10407132E+003  0.10482301E+003  0.95872191E+002  0.97423981E+002  0.19728336E+003  0.19753005E+003  0.11300965E+003
   356.2657  0.21091544E+003  0.20538271E+003  0.54068449E+002  0.10518955E+003  0.10594909E+003  0.97666894E+002  0.99247764E+002  0.20091355E+003  0.20116062E+003  0.11451216E+003
   356.5163  0.21396742E+003  0.20835651E+003  0.54652285E+002  0.10632589E+003  0.10709341E+003  0.99512408E+002  0.10112318E+003  0.20464637E+003  0.20489385E+003  0.11604907E+003
   356.7669  0.21709228E+003  0.21140132E+003  0.55245625E+002  0.10748075E+003  0.10825637E+003  0.10141067E+003  0.10305220E+003  0.20848571E+003  0.20873363E+003  0.11762149E+003
   357.0175  0.22029247E+003  0.21451956E+003  0.55848676E+002  0.10865452E+003  0.10943837E+003  0.10336370E+003  0.10503688E+003  0.21243568E+003  0.21268404E+003  0.11923058E+003
   357.2682  0.22357060E+003  0.21771375E+003  0.56461652E+002  0.10984763E+003  0.11063983E+003  0.10537362E+003  0.10707937E+003  0.21650053E+003  0.21674936E+003  0.12087753E+003
   357.5188  0.22692937E+003  0.22098652E+003  0.57084770E+002  0.11106049E+003  0.11186119E+003  0.10744267E+003  0.10918195E+003  0.22068476E+003  0.22093408E+003  0.12256361E+003
   357.7694  0.23037160E+003  0.22434064E+003  0.57718257E+002  0.11229356E+003  0.11310287E+003  0.10957319E+003  0.11134699E+003  0.22499309E+003  0.22524291E+003  0.12429013E+003
   358.0201  0.23390025E+003  0.22777898E+003  0.58362343E+002  0.11354727E+003  0.11436534E+003  0.11176762E+003  0.11357699E+003  0.22943044E+003  0.22968080E+003  0.12605847E+003
   358.2707  0.23751843E+003  0.23130457E+003  0.59017266E+002  0.11482210E+003  0.11564906E+003  0.11402855E+003  0.11587456E+003  0.23400203E+003  0.23425293E+003  0.12787006E+003
   358.5213  0.24122936E+003  0.23492056E+003  0.59683270E+002  0.11611852E+003  0.11695451E+003  0.11635869E+003  0.11824247E+003  0.23871329E+003  0.23896477E+003  0.12972640E+003
   358.7719  0.24503646E+003  0.23863027E+003  0.60360607E+002  0.11743702E+003  0.11828219E+003  0.11876089E+003  0.12068360E+003  0.24356997E+003  0.24382205E+003  0.13162906E+003
   359.0226  0.24894327E+003  0.24243717E+003  0.61049535E+002  0.11877810E+003  0.11963260E+003  0.12123815E+003  0.12320100E+003  0.24857810E+003  0.24883080E+003  0.13357970E+003
   359.2732  0.25295355E+003  0.24634490E+003  0.61750320E+002  0.12014229E+003  0.12100626E+003  0.12379361E+003  0.12579788E+003  0.25374402E+003  0.25399737E+003  0.13558004E+003
   359.5238  0.25707119E+003  0.25035728E+003  0.62463235E+002  0.12153012E+003  0.12240371E+003  0.12643061E+003  0.12847762E+003  0.25907442E+003  0.25932845E+003  0.13763189E+003
   359.7744  0.26130033E+003  0.25447832E+003  0.63188563E+002  0.12294214E+003  0.12382551E+003  0.12915264E+003  0.13124377E+003  0.26457634E+003  0.26483107E+003  0.13973715E+003
   360.0251  0.26564529E+003  0.25871223E+003  0.63926592E+002  0.12437891E+003  0.12527222E+003  0.13196339E+003  0.13410008E+003  0.27025721E+003  0.27051266E+003  0.14189780E+003
   360.2757  0.27011060E+003  0.26306345E+003  0.64677621E+002  0.12584101E+003  0.12674443E+003  0.13486676E+003  0.13705051E+003  0.27612483E+003  0.27638105E+003  0.14411595E+003
   360.5263  0.27470105E+003  0.26753664E+003  0.65441956E+002  0.12732906E+003  0.12824274E+003  0.13786684E+003  0.14009923E+003  0.28218748E+003  0.28244449E+003  0.14639378E+003
   360.7769  0.27942166E+003  0.27213669E+003  0.66219915E+002  0.12884365E+003  0.12976776E+003  0.14096799E+003  0.14325065E+003  0.28845387E+003  0.28871170E+003  0.14873361E+003
   361.0276  0.28427774E+003  0.27686876E+003  0.67011822E+002  0.13038543E+003  0.13132015E+003  0.14417478E+003  0.14650941E+003  0.29493321E+003  0.29519190E+003  0.15113787E+003
   361.2782  0.28927485E+003  0.28173830E+003  0.67818013E+002  0.13195506E+003  0.13290056E+003  0.14749205E+003  0.14988046E+003  0.30163523E+003  0.30189481E+003  0.15360913E+003
   361.5288  0.29441889E+003  0.28675104E+003  0.68638832E+002  0.13355321E+003  0.13450967E+003  0.15092492E+003  0.15336899E+003  0.30857023E+003  0.30883074E+003  0.15615006E+003
   361.7794  0.29971606E+003  0.29191303E+003  0.69474637E+002  0.13518057E+003  0.13614817E+003  0.15447884E+003  0.15698051E+003  0.31574912E+003  0.31601058E+003  0.15876352E+003
