#Raman spectra
#Laser energy   2.54 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+)
   350.0000  0.12567053E+003  0.12227012E+003  0.66469220E+002  0.67569722E+002  0.67093581E+002  0.55756735E+002  0.54923495E+002  0.11200029E+003  0.11195729E+003
   350.2506  0.12719740E+003  0.12375619E+003  0.67102144E+002  0.68213280E+002  0.67732755E+002  0.56608305E+002  0.55762304E+002  0.11371091E+003  0.11366725E+003
   350.5013  0.12875387E+003  0.12527106E+003  0.67744151E+002  0.68866079E+002  0.68381111E+002  0.57479553E+002  0.56620498E+002  0.11546105E+003  0.11541673E+003
   350.7519  0.13034073E+003  0.12681554E+003  0.68395416E+002  0.69528296E+002  0.69038825E+002  0.58371091E+002  0.57498676E+002  0.11725196E+003  0.11720696E+003
   351.0025  0.13195884E+003  0.12839042E+003  0.69056118E+002  0.70200113E+002  0.69706077E+002  0.59283552E+002  0.58397464E+002  0.11908489E+003  0.11903919E+003
   351.2531  0.13360905E+003  0.12999657E+003  0.69726439E+002  0.70881717E+002  0.70383054E+002  0.60217595E+002  0.59317511E+002  0.12096118E+003  0.12091476E+003
   351.5038  0.13529226E+003  0.13163485E+003  0.70406567E+002  0.71573299E+002  0.71069945E+002  0.61173907E+002  0.60259493E+002  0.12288220E+003  0.12283505E+003
   351.7544  0.13700940E+003  0.13330616E+003  0.71096694E+002  0.72275055E+002  0.71766944E+002  0.62153199E+002  0.61224110E+002  0.12484939E+003  0.12480148E+003
   352.0050  0.13876144E+003  0.13501146E+003  0.71797017E+002  0.72987185E+002  0.72474252E+002  0.63156214E+002  0.62212094E+002  0.12686422E+003  0.12681555E+003
   352.2556  0.14054939E+003  0.13675171E+003  0.72507738E+002  0.73709894E+002  0.73192072E+002  0.64183722E+002  0.63224204E+002  0.12892826E+003  0.12887880E+003
   352.5063  0.14237428E+003  0.13852793E+003  0.73229064E+002  0.74443394E+002  0.73920615E+002  0.65236527E+002  0.64261232E+002  0.13104311E+003  0.13099285E+003
   352.7569  0.14423718E+003  0.14034117E+003  0.73961207E+002  0.75187900E+002  0.74660094E+002  0.66315466E+002  0.65324002E+002  0.13321046E+003  0.13315937E+003
   353.0075  0.14613923E+003  0.14219252E+003  0.74704383E+002  0.75943633E+002  0.75410729E+002  0.67421409E+002  0.66413371E+002  0.13543205E+003  0.13538011E+003
   353.2581  0.14808158E+003  0.14408311E+003  0.75458817E+002  0.76710820E+002  0.76172747E+002  0.68555264E+002  0.67530233E+002  0.13770972E+003  0.13765690E+003
   353.5088  0.15006544E+003  0.14601412E+003  0.76224735E+002  0.77489695E+002  0.76946378E+002  0.69717977E+002  0.68675521E+002  0.14004535E+003  0.13999164E+003
   353.7594  0.15209207E+003  0.14798678E+003  0.77002373E+002  0.78280495E+002  0.77731861E+002  0.70910535E+002  0.69850206E+002  0.14244093E+003  0.14238631E+003
   354.0100  0.15416278E+003  0.15000235E+003  0.77791970E+002  0.79083465E+002  0.78529437E+002  0.72133967E+002  0.71055303E+002  0.14489853E+003  0.14484297E+003
   354.2607  0.15627892E+003  0.15206217E+003  0.78593773E+002  0.79898857E+002  0.79339358E+002  0.73389347E+002  0.72291868E+002  0.14742030E+003  0.14736378E+003
   354.5113  0.15844190E+003  0.15416760E+003  0.79408035E+002  0.80726927E+002  0.80161879E+002  0.74677795E+002  0.73561005E+002  0.15000850E+003  0.14995099E+003
   354.7619  0.16065321E+003  0.15632008E+003  0.80235015E+002  0.81567941E+002  0.80997263E+002  0.76000482E+002  0.74863867E+002  0.15266548E+003  0.15260696E+003
