#Raman spectra
#Laser energy   2.33 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+,nonpol)
   350.0000  0.12739493E+003  0.12532124E+003  0.45002085E+002  0.79795356E+002  0.80203360E+002  0.37521238E+002  0.38053708E+002  0.83890282E+002  0.84402113E+002  0.84807440E+002
   350.2506  0.12868728E+003  0.12659717E+003  0.45430062E+002  0.80554342E+002  0.80966130E+002  0.38033812E+002  0.38575337E+002  0.84930790E+002  0.85442334E+002  0.85621543E+002
   350.5013  0.13000316E+003  0.12789635E+003  0.45864171E+002  0.81324207E+002  0.81739832E+002  0.38558319E+002  0.39109107E+002  0.85995815E+002  0.86507082E+002  0.86450082E+002
   350.7519  0.13134318E+003  0.12921936E+003  0.46304531E+002  0.82105160E+002  0.82524674E+002  0.39095129E+002  0.39655392E+002  0.87086113E+002  0.87597115E+002  0.87293389E+002
   351.0025  0.13270795E+003  0.13056682E+003  0.46751262E+002  0.82897415E+002  0.83320872E+002  0.39644625E+002  0.40214583E+002  0.88202471E+002  0.88713221E+002  0.88151802E+002
   351.2531  0.13409811E+003  0.13193936E+003  0.47204487E+002  0.83701190E+002  0.84128646E+002  0.40207204E+002  0.40787082E+002  0.89345708E+002  0.89856217E+002  0.89025673E+002
   351.5038  0.13551433E+003  0.13333763E+003  0.47664333E+002  0.84516711E+002  0.84948221E+002  0.40783280E+002  0.41373313E+002  0.90516673E+002  0.91026954E+002  0.89915366E+002
   351.7544  0.13695729E+003  0.13476232E+003  0.48130929E+002  0.85344208E+002  0.85779829E+002  0.41373282E+002  0.41973711E+002  0.91716251E+002  0.92226316E+002  0.90821254E+002
   352.0050  0.13842770E+003  0.13621411E+003  0.48604408E+002  0.86183915E+002  0.86623705E+002  0.41977659E+002  0.42588733E+002  0.92945360E+002  0.93455223E+002  0.91743724E+002
   352.2556  0.13992628E+003  0.13769375E+003  0.49084906E+002  0.87036074E+002  0.87480093E+002  0.42596876E+002  0.43218852E+002  0.94204958E+002  0.94714633E+002  0.92683178E+002
   352.5063  0.14145381E+003  0.13920197E+003  0.49572562E+002  0.87900933E+002  0.88349240E+002  0.43231418E+002  0.43864560E+002  0.95496042E+002  0.96005542E+002  0.93640027E+002
   352.7569  0.14301107E+003  0.14073955E+003  0.50067520E+002  0.88778745E+002  0.89231402E+002  0.43881788E+002  0.44526372E+002  0.96819647E+002  0.97328988E+002  0.94614699E+002
   353.0075  0.14459887E+003  0.14230731E+003  0.50569925E+002  0.89669770E+002  0.90126840E+002  0.44548512E+002  0.45204820E+002  0.98176854E+002  0.98686050E+002  0.95607637E+002
   353.2581  0.14621806E+003  0.14390608E+003  0.51079928E+002  0.90574276E+002  0.91035821E+002  0.45232138E+002  0.45900463E+002  0.99568789E+002  0.10007785E+003  0.96619298E+002
   353.5088  0.14786952E+003  0.14553672E+003  0.51597683E+002  0.91492534E+002  0.91958619E+002  0.45933236E+002  0.46613880E+002  0.10099662E+003  0.10150558E+003  0.97650155E+002
   353.7594  0.14955415E+003  0.14720013E+003  0.52123347E+002  0.92424825E+002  0.92895517E+002  0.46652400E+002  0.47345677E+002  0.10246158E+003  0.10297044E+003  0.98700698E+002
   354.0100  0.15127290E+003  0.14889725E+003  0.52657083E+002  0.93371437E+002  0.93846802E+002  0.47390251E+002  0.48096484E+002  0.10396494E+003  0.10447371E+003  0.99771434E+002
   354.2607  0.15302675E+003  0.15062905E+003  0.53199056E+002  0.94332664E+002  0.94812772E+002  0.48147436E+002  0.48866960E+002  0.10550802E+003  0.10601673E+003  0.10086289E+003
   354.5113  0.15481671E+003  0.15239652E+003  0.53749437E+002  0.95308809E+002  0.95793728E+002  0.48924629E+002  0.49657792E+002  0.10709223E+003  0.10760089E+003  0.10197560E+003
   354.7619  0.15664385E+003  0.15420072E+003  0.54308401E+002  0.96300182E+002  0.96789984E+002  0.49722537E+002  0.50469696E+002  0.10871900E+003  0.10922764E+003  0.10311015E+003
   355.0125  0.15850925E+003  0.15604273E+003  0.54876126E+002  0.97307102E+002  0.97801859E+002  0.50541895E+002  0.51303422E+002  0.11038985E+003  0.11089848E+003  0.10426710E+003
   355.2632  0.16041406E+003  0.15792367E+003  0.55452798E+002  0.98329894E+002  0.98829680E+002  0.51383473E+002  0.52159753E+002  0.11210637E+003  0.11261501E+003  0.10544707E+003
   355.5138  0.16235947E+003  0.15984472E+003  0.56038604E+002  0.99368896E+002  0.99873786E+002  0.52248074E+002  0.53039507E+002  0.11387021E+003  0.11437888E+003  0.10665068E+003
   355.7644  0.16434671E+003  0.16180711E+003  0.56633739E+002  0.10042445E+003  0.10093452E+003  0.53136540E+002  0.53943538E+002  0.11568310E+003  0.11619182E+003  0.10787860E+003
